 5.01187234e+09  5.01187234e+09  0.00000000e+00  5.01187234e+09  5.72398237e+01  5.01187234e+09  7.27765033e+02 
 5.62341325e+09  5.62341325e+09  0.00000000e+00  5.62341325e+09  5.62572106e+01  5.62341325e+09  6.49920937e+02 
 6.30957344e+09  6.30957344e+09  0.00000000e+00  6.30957344e+09  5.52618340e+01  6.30957344e+09  5.79551053e+02 
 7.07945784e+09  7.07945784e+09  0.00000000e+00  7.07945784e+09  5.42540443e+01  7.07945784e+09  5.16062396e+02 
 7.94328235e+09  7.94328235e+09  0.00000000e+00  7.94328235e+09  5.32337202e+01  7.94328235e+09  4.58866137e+02 
 8.91250938e+09  8.91250938e+09  0.00000000e+00  8.91250938e+09  5.22003101e+01  8.91250938e+09  4.07394824e+02 
 1.00000000e+10  1.00000000e+10  0.00000000e+00  1.00000000e+10  5.11528860e+01  1.00000000e+10  3.61113977e+02 
 1.12201845e+10  1.12201845e+10  0.00000000e+00  1.12201845e+10  5.00902183e+01  1.12201845e+10  3.19529467e+02 
 1.25892541e+10  1.25892541e+10  0.00000000e+00  1.25892541e+10  4.90108849e+01  1.25892541e+10  2.82191705e+02 
 1.41253754e+10  1.41253754e+10  0.00000000e+00  1.41253754e+10  4.79134220e+01  1.41253754e+10  2.48697316e+02 
 1.58489319e+10  1.58489319e+10  0.00000000e+00  1.58489319e+10  4.67965259e+01  1.58489319e+10  2.18688677e+02 
 1.77827941e+10  1.77827941e+10  0.00000000e+00  1.77827941e+10  4.56593012e+01  1.77827941e+10  1.91851439e+02 
 1.99526231e+10  1.99526231e+10  0.00000000e+00  1.99526231e+10  4.45015378e+01  1.99526231e+10  1.67910127e+02 
 2.23872114e+10  2.23872114e+10  0.00000000e+00  2.23872114e+10  4.33239806e+01  2.23872114e+10  1.46621963e+02 
 2.51188643e+10  2.51188643e+10  0.00000000e+00  2.51188643e+10  4.21285383e+01  2.51188643e+10  1.27769417e+02 
 2.81838293e+10  2.81838293e+10  0.00000000e+00  2.81838293e+10  4.09183697e+01  2.81838293e+10  1.11152307e+02 
 3.16227766e+10  3.16227766e+10  0.00000000e+00  3.16227766e+10  3.96977985e+01  3.16227766e+10  9.65806062e+01 
 3.54813389e+10  3.54813389e+10  0.00000000e+00  3.54813389e+10  3.84720383e+01  3.54813389e+10  8.38690872e+01 
 3.98107171e+10  3.98107171e+10  0.00000000e+00  3.98107171e+10  3.72467545e+01  3.98107171e+10  7.28345979e+01 
 4.46683592e+10  4.46683592e+10  0.00000000e+00  4.46683592e+10  3.60275389e+01  4.46683592e+10  6.32960990e+01 
 5.01187234e+10  5.01187234e+10  0.00000000e+00  5.01187234e+10  3.48193950e+01  5.01187234e+10  5.50769334e+01 
 5.62341325e+10  5.62341325e+10  0.00000000e+00  5.62341325e+10  3.36263324e+01  5.62341325e+10  4.80083321e+01 
 6.30957344e+10  6.30957344e+10  0.00000000e+00  6.30957344e+10  3.24511317e+01  6.30957344e+10  4.19330630e+01 
 7.07945784e+10  7.07945784e+10  0.00000000e+00  7.07945784e+10  3.12952995e+01  7.07945784e+10  3.67083593e+01 
 7.94328235e+10  7.94328235e+10  0.00000000e+00  7.94328235e+10  3.01591821e+01  7.94328235e+10  3.22076549e+01 
 8.91250938e+10  8.91250938e+10  0.00000000e+00  8.91250938e+10  2.90421869e+01  8.91250938e+10  2.83210495e+01 
 1.00000000e+11  1.00000000e+11  0.00000000e+00  1.00000000e+11  2.79430480e+01  1.00000000e+11  2.49547026e+01 
